img	id	shapeIndex	angle	estimate	trueNum
Cylinder2_V1KH4ZGWT_view4	V1KH4ZGWT	Cylinder2	45	34	31
Cylinder1_TVACAARY6_view5	TVACAARY6	Cylinder1	22	187	138
Sphere2_NIB1FRFXN_view4	NIB1FRFXN	Sphere2	45	434	388
Sphere1_QNFD860RN_view3	QNFD860RN	Sphere1	66	678	654
Sphere2_KGONB1PPB_view1	KGONB1PPB	Sphere2	90	200	527
Sphere2_KPET24YYP_view2	KPET24YYP	Sphere2	0	300	734
Cylinder1_TVACAARY6_view5	TVACAARY6	Cylinder1	22	60	138
Cylinder2_YWBCJPVX9_view2	YWBCJPVX9	Cylinder2	0	20	38
Cylinder2_SHCV0RIDU_view4	SHCV0RIDU	Cylinder2	45	36	41
Disk1_3SVUN1HJL_view4	3SVUN1HJL	Disk1	45	45	37
Disk2_SRGKT7J6W_view1	SRGKT7J6W	Disk2	90	10	6
Sphere1_55MKNGUJJ_view2	55MKNGUJJ	Sphere1	0	125	314
Sphere1_QNFD860RN_view1	QNFD860RN	Sphere1	90	500	654
Sphere2_80NMDSOCB_view3	80NMDSOCB	Sphere2	66	215	862
Sphere1_3N0VYJFQD_view3	3N0VYJFQD	Sphere1	66	165	407
Sphere1_V3Q1CLJY3_view1	V3Q1CLJY3	Sphere1	90	225	841
Cylinder1_I0WDT82C3_view4	I0WDT82C3	Cylinder1	45	47	116
Disk2_INCY9WRU3_view5	INCY9WRU3	Disk2	22	40	13
Sphere1_6YS8K4A4Q_view3	6YS8K4A4Q	Sphere1	66	110	619
Cylinder2_2AF1RYG89_view5	2AF1RYG89	Cylinder2	22	23	31
Cylinder2_LJEPH36J5_view5	LJEPH36J5	Cylinder2	22	9	9
Disk2_L7HJAI5QH_view3	L7HJAI5QH	Disk2	66	15	27
Disk1_4UGDYQ3UM_view5	4UGDYQ3UM	Disk1	22	36	15
Cylinder2_XDSIMROG3_view3	XDSIMROG3	Cylinder2	66	45	47
Cylinder2_I4VF4FG6X_view2	I4VF4FG6X	Cylinder2	0	24	29
Sphere1_YQ7UHJ3SX_view3	YQ7UHJ3SX	Sphere1	66	325	943
Disk2_VPKDNRNXX_view3	VPKDNRNXX	Disk2	66	30	18
Sphere1_3N0VYJFQD_view3	3N0VYJFQD	Sphere1	66	250	407
Sphere2_VPVRI6MWB_view2	VPVRI6MWB	Sphere2	0	450	872
Disk1_2GCZP1BYJ_view2	2GCZP1BYJ	Disk1	0	12	11
Sphere1_6YS8K4A4Q_view4	6YS8K4A4Q	Sphere1	45	150	619
Sphere1_9IFGKGYWD_view4	9IFGKGYWD	Sphere1	45	150	634
Sphere2_80NMDSOCB_view1	80NMDSOCB	Sphere2	90	200	862
Cylinder2_XDSIMROG3_view4	XDSIMROG3	Cylinder2	45	35	47
Disk2_KZPZYX6I2_view1	KZPZYX6I2	Disk2	90	48	22
Cylinder2_IHQ35HXKS_view1	IHQ35HXKS	Cylinder2	90	50	48
Cylinder1_RPXD8F8A1_view5	RPXD8F8A1	Cylinder1	22	75	168
Sphere2_0JRIF5LHV_view4	0JRIF5LHV	Sphere2	45	200	554
Disk2_SRGKT7J6W_view1	SRGKT7J6W	Disk2	90	40	6
Sphere2_QJ7A2VLZJ_view3	QJ7A2VLZJ	Sphere2	66	350	634
Cylinder2_OHDA3OCBC_view2	OHDA3OCBC	Cylinder2	0	50	49
Disk2_L7HJAI5QH_view2	L7HJAI5QH	Disk2	0	25	27
Sphere1_YQ7UHJ3SX_view5	YQ7UHJ3SX	Sphere1	22	500	943
Disk2_WNLI89O27_view4	WNLI89O27	Disk2	45	30	16
Disk2_3NA1Z3VH8_view3	3NA1Z3VH8	Disk2	66	50	20
Sphere1_55MKNGUJJ_view3	55MKNGUJJ	Sphere1	66	150	314
Sphere2_82DFOODCS_view4	82DFOODCS	Sphere2	45	200	295
Sphere1_55MKNGUJJ_view1	55MKNGUJJ	Sphere1	90	350	314
Disk2_KZPZYX6I2_view5	KZPZYX6I2	Disk2	22	30	22
Cylinder1_BYJKQ0GU9_view2	BYJKQ0GU9	Cylinder1	0	120	151
Sphere2_VPVRI6MWB_view2	VPVRI6MWB	Sphere2	0	555	872
Disk1_NFFYXGFPZ_view3	NFFYXGFPZ	Disk1	66	45	21
Cylinder1_TVACAARY6_view3	TVACAARY6	Cylinder1	66	150	138
Cylinder2_IHQ35HXKS_view4	IHQ35HXKS	Cylinder2	45	60	48
Cylinder2_OHDA3OCBC_view4	OHDA3OCBC	Cylinder2	45	20	49
Sphere2_7ILGNRK2D_view1	7ILGNRK2D	Sphere2	90	145	249
Cylinder2_2AF1RYG89_view4	2AF1RYG89	Cylinder2	45	33	31
Disk1_RPXQ5E75S_view4	RPXQ5E75S	Disk1	45	43	34
Sphere2_0JRIF5LHV_view2	0JRIF5LHV	Sphere2	0	300	554
Sphere1_QFJ15C239_view1	QFJ15C239	Sphere1	90	500	987
Disk2_RUXPXZYBF_view5	RUXPXZYBF	Disk2	22	29	21
Cylinder1_XC7T5XT3M_view4	XC7T5XT3M	Cylinder1	45	75	136
Sphere1_J19F0VAV8_view1	J19F0VAV8	Sphere1	90	400	324
Sphere1_9IFGKGYWD_view3	9IFGKGYWD	Sphere1	66	390	634
Disk2_3NA1Z3VH8_view4	3NA1Z3VH8	Disk2	45	23	20
Disk1_4UGDYQ3UM_view1	4UGDYQ3UM	Disk1	90	24	15
Cylinder2_XDSIMROG3_view2	XDSIMROG3	Cylinder2	0	45	47
Cylinder1_GIZUFRSOC_view5	GIZUFRSOC	Cylinder1	22	35	57
Cylinder1_QQJOJR0XS_view3	QQJOJR0XS	Cylinder1	66	60	74
Disk1_2GCZP1BYJ_view3	2GCZP1BYJ	Disk1	66	23	11
Sphere1_3N0VYJFQD_view5	3N0VYJFQD	Sphere1	22	222	407
Cylinder1_26U5PULZX_view2	26U5PULZX	Cylinder1	0	95	101
Cylinder2_I4VF4FG6X_view4	I4VF4FG6X	Cylinder2	45	27	29
Sphere2_NIB1FRFXN_view2	NIB1FRFXN	Sphere2	0	100	388
Sphere1_6YS8K4A4Q_view4	6YS8K4A4Q	Sphere1	45	250	619
Sphere1_YQ7UHJ3SX_view2	YQ7UHJ3SX	Sphere1	0	170	943
Disk1_MGZBUG5C3_view3	MGZBUG5C3	Disk1	66	1	23
Cylinder2_SHCV0RIDU_view3	SHCV0RIDU	Cylinder2	66	40	41
Sphere1_QNFD860RN_view4	QNFD860RN	Sphere1	45	170	654
Cylinder2_YWBCJPVX9_view1	YWBCJPVX9	Cylinder2	90	30	38
Disk2_SRGKT7J6W_view2	SRGKT7J6W	Disk2	0	6	6
Disk1_B81JI2UKR_view1	B81JI2UKR	Disk1	90	5	10
Sphere1_V3Q1CLJY3_view5	V3Q1CLJY3	Sphere1	22	250	841
Cylinder1_RPXD8F8A1_view1	RPXD8F8A1	Cylinder1	90	100	168
Cylinder2_LJEPH36J5_view3	LJEPH36J5	Cylinder2	66	7	9
Disk1_5G8BZBGDD_view2	5G8BZBGDD	Disk1	0	25	32
Cylinder1_M5NR4RF40_view3	M5NR4RF40	Cylinder1	66	86	116
Sphere1_ZOSELZLL0_view4	ZOSELZLL0	Sphere1	45	300	996
Disk2_WNLI89O27_view5	WNLI89O27	Disk2	22	15	16
Disk2_L7HJAI5QH_view2	L7HJAI5QH	Disk2	0	20	27
Disk2_INCY9WRU3_view1	INCY9WRU3	Disk2	90	15	13
Disk2_SCRT7R5A3_view2	SCRT7R5A3	Disk2	0	8	9
Disk1_P0DDLX60P_view3	P0DDLX60P	Disk1	66	6	12
Sphere2_VL08RVUR5_view1	VL08RVUR5	Sphere2	90	240	369
Sphere1_3N0VYJFQD_view2	3N0VYJFQD	Sphere1	0	370	407
Sphere2_82DFOODCS_view1	82DFOODCS	Sphere2	90	500	295
Cylinder1_26U5PULZX_view1	26U5PULZX	Cylinder1	90	120	101
Cylinder2_SHCV0RIDU_view4	SHCV0RIDU	Cylinder2	45	40	41
Disk1_2GCZP1BYJ_view1	2GCZP1BYJ	Disk1	90	12	11
Cylinder2_OHDA3OCBC_view4	OHDA3OCBC	Cylinder2	45	40	49
Cylinder2_I4VF4FG6X_view1	I4VF4FG6X	Cylinder2	90	35	29
Sphere1_YQ7UHJ3SX_view5	YQ7UHJ3SX	Sphere1	22	550	943
Disk2_VPKDNRNXX_view3	VPKDNRNXX	Disk2	66	9	18
Disk2_INCY9WRU3_view3	INCY9WRU3	Disk2	66	8	13
Disk2_RUXPXZYBF_view4	RUXPXZYBF	Disk2	45	15	21
Sphere2_80NMDSOCB_view4	80NMDSOCB	Sphere2	45	270	862
Sphere2_VPVRI6MWB_view5	VPVRI6MWB	Sphere2	22	400	872
Sphere2_KPET24YYP_view5	KPET24YYP	Sphere2	22	320	734
Disk2_WNLI89O27_view4	WNLI89O27	Disk2	45	15	16
Disk2_SRGKT7J6W_view5	SRGKT7J6W	Disk2	22	6	6
Sphere1_QNFD860RN_view4	QNFD860RN	Sphere1	45	225	654
Cylinder1_XC7T5XT3M_view4	XC7T5XT3M	Cylinder1	45	75	136
Disk1_3SVUN1HJL_view5	3SVUN1HJL	Disk1	22	33	37
Cylinder1_TVACAARY6_view5	TVACAARY6	Cylinder1	22	54	138
Sphere1_9IFGKGYWD_view4	9IFGKGYWD	Sphere1	45	300	634
Cylinder2_V535C6Z59_view4	V535C6Z59	Cylinder2	45	44	50
Disk2_3NA1Z3VH8_view5	3NA1Z3VH8	Disk2	22	25	20
Disk2_L7HJAI5QH_view5	L7HJAI5QH	Disk2	22	47	27
Cylinder2_XDSIMROG3_view1	XDSIMROG3	Cylinder2	90	42	47
Disk1_5G8BZBGDD_view3	5G8BZBGDD	Disk1	66	40	32
Disk2_2JEAZ69Q3_view4	2JEAZ69Q3	Disk2	45	36	26
Cylinder1_TVACAARY6_view1	TVACAARY6	Cylinder1	90	50	138
Disk1_2GCZP1BYJ_view5	2GCZP1BYJ	Disk1	22	10	11
Sphere1_55MKNGUJJ_view3	55MKNGUJJ	Sphere1	66	50	314
Cylinder2_OHDA3OCBC_view5	OHDA3OCBC	Cylinder2	22	25	49
Cylinder2_YWBCJPVX9_view3	YWBCJPVX9	Cylinder2	66	25	38
Cylinder1_BYJKQ0GU9_view2	BYJKQ0GU9	Cylinder1	0	25	151
Disk1_NFFYXGFPZ_view3	NFFYXGFPZ	Disk1	66	20	21
Sphere1_YQ7UHJ3SX_view5	YQ7UHJ3SX	Sphere1	22	150	943
Cylinder2_SHCV0RIDU_view5	SHCV0RIDU	Cylinder2	22	50	41
Disk1_MGZBUG5C3_view4	MGZBUG5C3	Disk1	45	20	23
Sphere2_80NMDSOCB_view3	80NMDSOCB	Sphere2	66	100	862
Disk2_3NA1Z3VH8_view3	3NA1Z3VH8	Disk2	66	20	20
Disk2_VPKDNRNXX_view2	VPKDNRNXX	Disk2	0	18	18
Disk2_WNLI89O27_view4	WNLI89O27	Disk2	45	12	16
Cylinder2_XDSIMROG3_view3	XDSIMROG3	Cylinder2	66	25	47
Cylinder1_XC7T5XT3M_view1	XC7T5XT3M	Cylinder1	90	50	136
Sphere2_KGONB1PPB_view5	KGONB1PPB	Sphere2	22	60	527
Sphere1_9IFGKGYWD_view3	9IFGKGYWD	Sphere1	66	50	634
Cylinder1_RPXD8F8A1_view4	RPXD8F8A1	Cylinder1	45	50	168
Sphere2_VPVRI6MWB_view5	VPVRI6MWB	Sphere2	22	75	872
Cylinder2_IHQ35HXKS_view2	IHQ35HXKS	Cylinder2	0	25	48
Cylinder2_I4VF4FG6X_view1	I4VF4FG6X	Cylinder2	90	38	29
Cylinder1_26U5PULZX_view3	26U5PULZX	Cylinder1	66	100	101
Sphere2_QJ7A2VLZJ_view2	QJ7A2VLZJ	Sphere2	0	320	634
Disk2_3NA1Z3VH8_view4	3NA1Z3VH8	Disk2	45	17	20
Disk1_3SVUN1HJL_view4	3SVUN1HJL	Disk1	45	36	37
Sphere1_9IFGKGYWD_view2	9IFGKGYWD	Sphere1	0	100	634
Cylinder1_TVACAARY6_view3	TVACAARY6	Cylinder1	66	90	138
Disk1_2GCZP1BYJ_view1	2GCZP1BYJ	Disk1	90	14	11
Disk2_VPKDNRNXX_view3	VPKDNRNXX	Disk2	66	12	18
Sphere1_3N0VYJFQD_view5	3N0VYJFQD	Sphere1	22	350	407
Sphere2_80NMDSOCB_view4	80NMDSOCB	Sphere2	45	450	862
Disk1_MGZBUG5C3_view1	MGZBUG5C3	Disk1	90	7	23
Cylinder2_IHQ35HXKS_view5	IHQ35HXKS	Cylinder2	22	35	48
Sphere1_ZOSELZLL0_view3	ZOSELZLL0	Sphere1	66	460	996
Sphere1_YQ7UHJ3SX_view1	YQ7UHJ3SX	Sphere1	90	250	943
Disk2_KZPZYX6I2_view5	KZPZYX6I2	Disk2	22	23	22
Sphere2_0JRIF5LHV_view4	0JRIF5LHV	Sphere2	45	210	554
Cylinder1_RPXD8F8A1_view3	RPXD8F8A1	Cylinder1	66	60	168
Sphere1_6YS8K4A4Q_view5	6YS8K4A4Q	Sphere1	22	270	619
Disk2_L7HJAI5QH_view2	L7HJAI5QH	Disk2	0	29	27
Cylinder2_OHDA3OCBC_view1	OHDA3OCBC	Cylinder2	90	40	49
Disk1_5G8BZBGDD_view5	5G8BZBGDD	Disk1	22	32	32
Sphere2_KGONB1PPB_view1	KGONB1PPB	Sphere2	90	200	527
Cylinder2_XDSIMROG3_view1	XDSIMROG3	Cylinder2	90	40	47
Cylinder2_SHCV0RIDU_view1	SHCV0RIDU	Cylinder2	90	37	41
Cylinder1_XC7T5XT3M_view1	XC7T5XT3M	Cylinder1	90	115	136
Disk2_SRGKT7J6W_view5	SRGKT7J6W	Disk2	22	4	6
Cylinder1_TVACAARY6_view3	TVACAARY6	Cylinder1	66	75	138
Cylinder2_OHDA3OCBC_view1	OHDA3OCBC	Cylinder2	90	33	49
Disk1_3SVUN1HJL_view5	3SVUN1HJL	Disk1	22	40	37
Sphere2_VPVRI6MWB_view4	VPVRI6MWB	Sphere2	45	225	872
Cylinder1_RPXD8F8A1_view3	RPXD8F8A1	Cylinder1	66	73	168
Sphere1_6YS8K4A4Q_view3	6YS8K4A4Q	Sphere1	66	352	619
Cylinder2_IHQ35HXKS_view5	IHQ35HXKS	Cylinder2	22	81	48
Disk1_MGZBUG5C3_view4	MGZBUG5C3	Disk1	45	33	23
Cylinder1_XC7T5XT3M_view3	XC7T5XT3M	Cylinder1	66	88	136
Sphere1_ZOSELZLL0_view1	ZOSELZLL0	Sphere1	90	524	996
Disk2_3NA1Z3VH8_view3	3NA1Z3VH8	Disk2	66	26	20
Sphere1_9IFGKGYWD_view4	9IFGKGYWD	Sphere1	45	226	634
Disk1_2GCZP1BYJ_view1	2GCZP1BYJ	Disk1	90	14	11
Disk2_L7HJAI5QH_view3	L7HJAI5QH	Disk2	66	27	27
Sphere1_3N0VYJFQD_view4	3N0VYJFQD	Sphere1	45	221	407
Cylinder1_26U5PULZX_view1	26U5PULZX	Cylinder1	90	92	101
Cylinder2_I4VF4FG6X_view1	I4VF4FG6X	Cylinder2	90	37	29
Disk2_KZPZYX6I2_view2	KZPZYX6I2	Disk2	0	24	22
Cylinder2_SHCV0RIDU_view3	SHCV0RIDU	Cylinder2	66	44	41
Sphere2_80NMDSOCB_view3	80NMDSOCB	Sphere2	66	345	862
Cylinder2_XDSIMROG3_view1	XDSIMROG3	Cylinder2	90	38	47
Disk2_WNLI89O27_view4	WNLI89O27	Disk2	45	22	16
Sphere1_QNFD860RN_view1	QNFD860RN	Sphere1	90	290	654
Sphere1_55MKNGUJJ_view5	55MKNGUJJ	Sphere1	22	124	314
Sphere2_7ILGNRK2D_view5	7ILGNRK2D	Sphere2	22	187	249
Disk2_3NA1Z3VH8_view2	3NA1Z3VH8	Disk2	0	21	20
Sphere2_QJ7A2VLZJ_view3	QJ7A2VLZJ	Sphere2	66	645	634
Cylinder1_I0WDT82C3_view3	I0WDT82C3	Cylinder1	66	134	116
Disk2_KZPZYX6I2_view5	KZPZYX6I2	Disk2	22	33	22
Cylinder2_IHQ35HXKS_view4	IHQ35HXKS	Cylinder2	45	56	48
Disk1_2GCZP1BYJ_view3	2GCZP1BYJ	Disk1	66	9	11
Sphere2_VPVRI6MWB_view1	VPVRI6MWB	Sphere2	90	543	872
Sphere1_QNFD860RN_view4	QNFD860RN	Sphere1	45	657	654
Disk1_5G8BZBGDD_view3	5G8BZBGDD	Disk1	66	27	32
Sphere2_KGONB1PPB_view4	KGONB1PPB	Sphere2	45	698	527
Disk1_MGZBUG5C3_view4	MGZBUG5C3	Disk1	45	47	23
Sphere2_NIB1FRFXN_view5	NIB1FRFXN	Sphere2	22	476	388
Cylinder1_RPXD8F8A1_view5	RPXD8F8A1	Cylinder1	22	67	168
Sphere2_80NMDSOCB_view2	80NMDSOCB	Sphere2	0	1342	862
Disk1_3SVUN1HJL_view2	3SVUN1HJL	Disk1	0	68	37
Sphere1_3N0VYJFQD_view3	3N0VYJFQD	Sphere1	66	276	407
Disk2_WNLI89O27_view3	WNLI89O27	Disk2	66	8	16
Sphere1_6YS8K4A4Q_view3	6YS8K4A4Q	Sphere1	66	256	619
Sphere1_ZOSELZLL0_view4	ZOSELZLL0	Sphere1	45	685	996
Disk1_4UGDYQ3UM_view4	4UGDYQ3UM	Disk1	45	23	15
Disk2_VPKDNRNXX_view1	VPKDNRNXX	Disk2	90	8	18
Sphere1_V3Q1CLJY3_view1	V3Q1CLJY3	Sphere1	90	450	841
Cylinder1_VA5C6JYKZ_view1	VA5C6JYKZ	Cylinder1	90	200	111
Cylinder2_V535C6Z59_view3	V535C6Z59	Cylinder2	66	60	50
Cylinder1_QQJOJR0XS_view4	QQJOJR0XS	Cylinder1	45	150	74
Cylinder1_I0WDT82C3_view5	I0WDT82C3	Cylinder1	22	300	116
Cylinder1_BYJKQ0GU9_view1	BYJKQ0GU9	Cylinder1	90	125	151
Disk1_T7OXVFZKO_view4	T7OXVFZKO	Disk1	45	13	10
Sphere2_VL08RVUR5_view2	VL08RVUR5	Sphere2	0	400	369
Cylinder2_LJEPH36J5_view3	LJEPH36J5	Cylinder2	66	8	9
Cylinder1_M5NR4RF40_view3	M5NR4RF40	Cylinder1	66	140	116
Cylinder2_YWBCJPVX9_view4	YWBCJPVX9	Cylinder2	45	40	38
Cylinder2_2AF1RYG89_view5	2AF1RYG89	Cylinder2	22	25	31
Cylinder2_V1KH4ZGWT_view2	V1KH4ZGWT	Cylinder2	0	32	31
Disk1_NFFYXGFPZ_view4	NFFYXGFPZ	Disk1	45	22	21
Sphere2_7ILGNRK2D_view1	7ILGNRK2D	Sphere2	90	300	249
Disk1_RPXQ5E75S_view5	RPXQ5E75S	Disk1	22	34	34
Disk1_B81JI2UKR_view2	B81JI2UKR	Disk1	0	10	10
Disk1_4UGDYQ3UM_view2	4UGDYQ3UM	Disk1	0	15	15
Disk2_SCRT7R5A3_view5	SCRT7R5A3	Disk2	22	9	9
Disk2_RUXPXZYBF_view5	RUXPXZYBF	Disk2	22	18	21
Sphere2_NIB1FRFXN_view2	NIB1FRFXN	Sphere2	0	405	388
Cylinder1_GIZUFRSOC_view5	GIZUFRSOC	Cylinder1	22	65	57
Disk2_2JEAZ69Q3_view2	2JEAZ69Q3	Disk2	0	25	26
Sphere2_82DFOODCS_view5	82DFOODCS	Sphere2	22	324	295
Disk1_P0DDLX60P_view4	P0DDLX60P	Disk1	45	11	12
Sphere2_VL08RVUR5_view3	VL08RVUR5	Sphere2	66	80	369
Sphere1_J19F0VAV8_view5	J19F0VAV8	Sphere1	22	200	324
Cylinder2_V535C6Z59_view4	V535C6Z59	Cylinder2	45	40	50
Disk2_SCRT7R5A3_view3	SCRT7R5A3	Disk2	66	10	9
Sphere2_7ILGNRK2D_view4	7ILGNRK2D	Sphere2	45	450	249
Cylinder1_I0WDT82C3_view4	I0WDT82C3	Cylinder1	45	55	116
Disk1_B81JI2UKR_view4	B81JI2UKR	Disk1	45	16	10
Disk1_RPXQ5E75S_view3	RPXQ5E75S	Disk1	66	35	34
Disk1_4UGDYQ3UM_view3	4UGDYQ3UM	Disk1	66	15	15
Cylinder2_V1KH4ZGWT_view4	V1KH4ZGWT	Cylinder2	45	22	31
Sphere1_QFJ15C239_view3	QFJ15C239	Sphere1	66	500	987
Sphere1_V3Q1CLJY3_view5	V3Q1CLJY3	Sphere1	22	450	841
Sphere2_KPET24YYP_view4	KPET24YYP	Sphere2	45	700	734
Cylinder1_M5NR4RF40_view2	M5NR4RF40	Cylinder1	0	55	116
Cylinder1_VA5C6JYKZ_view4	VA5C6JYKZ	Cylinder1	45	60	111
Sphere2_QJ7A2VLZJ_view2	QJ7A2VLZJ	Sphere2	0	650	634
Disk1_3SVUN1HJL_view3	3SVUN1HJL	Disk1	66	50	37
Cylinder2_YWBCJPVX9_view2	YWBCJPVX9	Cylinder2	0	20	38
Cylinder1_QQJOJR0XS_view5	QQJOJR0XS	Cylinder1	22	60	74
Disk1_2GCZP1BYJ_view4	2GCZP1BYJ	Disk1	45	23	11
Disk1_5G8BZBGDD_view3	5G8BZBGDD	Disk1	66	45	32
Cylinder2_I4VF4FG6X_view5	I4VF4FG6X	Cylinder2	22	30	29
Disk2_INCY9WRU3_view1	INCY9WRU3	Disk2	90	45	13
Sphere1_QNFD860RN_view1	QNFD860RN	Sphere1	90	600	654
Sphere2_NIB1FRFXN_view2	NIB1FRFXN	Sphere2	0	118	388
Cylinder1_GIZUFRSOC_view4	GIZUFRSOC	Cylinder1	45	33	57
Sphere2_7ILGNRK2D_view2	7ILGNRK2D	Sphere2	0	87	249
Sphere1_J19F0VAV8_view2	J19F0VAV8	Sphere1	0	56	324
Cylinder1_VA5C6JYKZ_view3	VA5C6JYKZ	Cylinder1	66	46	111
Sphere2_VL08RVUR5_view4	VL08RVUR5	Sphere2	45	136	369
Disk1_4UGDYQ3UM_view1	4UGDYQ3UM	Disk1	90	14	15
Disk2_L7HJAI5QH_view3	L7HJAI5QH	Disk2	66	15	27
Cylinder1_QQJOJR0XS_view4	QQJOJR0XS	Cylinder1	45	57	74
Disk1_P0DDLX60P_view2	P0DDLX60P	Disk1	0	17	12
Disk2_RUXPXZYBF_view5	RUXPXZYBF	Disk2	22	26	21
Sphere2_KPET24YYP_view2	KPET24YYP	Sphere2	0	155	734
Cylinder2_XDSIMROG3_view2	XDSIMROG3	Cylinder2	0	17	47
Cylinder1_BYJKQ0GU9_view4	BYJKQ0GU9	Cylinder1	45	75	151
Cylinder1_I0WDT82C3_view1	I0WDT82C3	Cylinder1	90	63	116
Sphere1_6YS8K4A4Q_view4	6YS8K4A4Q	Sphere1	45	77	619
Cylinder2_V535C6Z59_view1	V535C6Z59	Cylinder2	90	27	50
Disk2_KZPZYX6I2_view3	KZPZYX6I2	Disk2	66	4	22
Disk2_2JEAZ69Q3_view1	2JEAZ69Q3	Disk2	90	8	26
Cylinder1_XC7T5XT3M_view2	XC7T5XT3M	Cylinder1	0	58	136
Sphere1_3N0VYJFQD_view4	3N0VYJFQD	Sphere1	45	109	407
Cylinder2_LJEPH36J5_view1	LJEPH36J5	Cylinder2	90	8	9
Disk1_RPXQ5E75S_view1	RPXQ5E75S	Disk1	90	14	34
Cylinder1_GIZUFRSOC_view5	GIZUFRSOC	Cylinder1	22	45	57
Disk1_B81JI2UKR_view4	B81JI2UKR	Disk1	45	15	10
Cylinder1_M5NR4RF40_view3	M5NR4RF40	Cylinder1	66	75	116
Sphere1_V3Q1CLJY3_view1	V3Q1CLJY3	Sphere1	90	100	841
Sphere1_QFJ15C239_view3	QFJ15C239	Sphere1	66	100	987
Cylinder1_VA5C6JYKZ_view1	VA5C6JYKZ	Cylinder1	90	50	111
Sphere2_NIB1FRFXN_view3	NIB1FRFXN	Sphere2	66	75	388
Disk2_SCRT7R5A3_view4	SCRT7R5A3	Disk2	45	6	9
Disk1_NFFYXGFPZ_view2	NFFYXGFPZ	Disk1	0	23	21
Disk2_INCY9WRU3_view2	INCY9WRU3	Disk2	0	13	13
Disk1_P0DDLX60P_view4	P0DDLX60P	Disk1	45	13	12
Cylinder2_V1KH4ZGWT_view3	V1KH4ZGWT	Cylinder2	66	25	31
Cylinder2_2AF1RYG89_view5	2AF1RYG89	Cylinder2	22	23	31
Cylinder2_V535C6Z59_view5	V535C6Z59	Cylinder2	22	32	50
Disk2_2JEAZ69Q3_view1	2JEAZ69Q3	Disk2	90	12	26
Sphere2_KPET24YYP_view2	KPET24YYP	Sphere2	0	100	734
Cylinder1_BYJKQ0GU9_view5	BYJKQ0GU9	Cylinder1	22	75	151
Sphere2_VL08RVUR5_view4	VL08RVUR5	Sphere2	45	50	369
Cylinder1_I0WDT82C3_view5	I0WDT82C3	Cylinder1	22	75	116
Sphere2_82DFOODCS_view5	82DFOODCS	Sphere2	22	40	295
Disk1_T7OXVFZKO_view5	T7OXVFZKO	Disk1	22	13	10
Cylinder1_QQJOJR0XS_view5	QQJOJR0XS	Cylinder1	22	75	74
Sphere2_7ILGNRK2D_view4	7ILGNRK2D	Sphere2	45	80	249
Disk1_4UGDYQ3UM_view4	4UGDYQ3UM	Disk1	45	18	15
Cylinder1_XC7T5XT3M_view2	XC7T5XT3M	Cylinder1	0	60	136
Disk2_VPKDNRNXX_view5	VPKDNRNXX	Disk2	22	32	18
Disk2_SCRT7R5A3_view1	SCRT7R5A3	Disk2	90	25	9
Cylinder1_RPXD8F8A1_view2	RPXD8F8A1	Cylinder1	0	80	168
Disk2_RUXPXZYBF_view3	RUXPXZYBF	Disk2	66	20	21
Sphere2_QJ7A2VLZJ_view2	QJ7A2VLZJ	Sphere2	0	335	634
Cylinder1_VA5C6JYKZ_view4	VA5C6JYKZ	Cylinder1	45	75	111
Cylinder1_QQJOJR0XS_view5	QQJOJR0XS	Cylinder1	22	55	74
Disk2_3NA1Z3VH8_view3	3NA1Z3VH8	Disk2	66	20	20
Cylinder1_I0WDT82C3_view2	I0WDT82C3	Cylinder1	0	80	116
Sphere2_KGONB1PPB_view3	KGONB1PPB	Sphere2	66	275	527
Disk1_RPXQ5E75S_view1	RPXQ5E75S	Disk1	90	28	34
Sphere2_7ILGNRK2D_view4	7ILGNRK2D	Sphere2	45	160	249
Cylinder2_2AF1RYG89_view5	2AF1RYG89	Cylinder2	22	25	31
Sphere1_3N0VYJFQD_view1	3N0VYJFQD	Sphere1	90	150	407
Cylinder2_V535C6Z59_view4	V535C6Z59	Cylinder2	45	45	50
Disk1_5G8BZBGDD_view5	5G8BZBGDD	Disk1	22	36	32
Sphere2_VPVRI6MWB_view1	VPVRI6MWB	Sphere2	90	180	872
Sphere1_J19F0VAV8_view1	J19F0VAV8	Sphere1	90	225	324
Disk1_T7OXVFZKO_view3	T7OXVFZKO	Disk1	66	22	10
Disk2_SRGKT7J6W_view1	SRGKT7J6W	Disk2	90	30	6
Sphere2_7ILGNRK2D_view2	7ILGNRK2D	Sphere2	0	128	249
Sphere1_6YS8K4A4Q_view4	6YS8K4A4Q	Sphere1	45	210	619
Cylinder1_M5NR4RF40_view4	M5NR4RF40	Cylinder1	45	65	116
Sphere2_KPET24YYP_view2	KPET24YYP	Sphere2	0	350	734
Disk2_RUXPXZYBF_view1	RUXPXZYBF	Disk2	90	18	21
Sphere1_ZOSELZLL0_view1	ZOSELZLL0	Sphere1	90	355	996
Cylinder2_V535C6Z59_view2	V535C6Z59	Cylinder2	0	30	50
Disk1_B81JI2UKR_view3	B81JI2UKR	Disk1	66	11	10
Cylinder2_OHDA3OCBC_view1	OHDA3OCBC	Cylinder2	90	55	49
Sphere1_3N0VYJFQD_view4	3N0VYJFQD	Sphere1	45	150	407
Sphere2_VL08RVUR5_view5	VL08RVUR5	Sphere2	22	215	369
Cylinder2_2AF1RYG89_view2	2AF1RYG89	Cylinder2	0	35	31
